0, 0, Header, 1, 7, 480
1, 0, Start_track
1, 76920, Tempo, 585366
1, 77040, Tempo, 535714
1, 77520, Tempo, 515818
1, 77760, Key_signature, 4, "major"
1, 77760, Tempo, 524017
1, 77760, Marker_t, "En animant"
1, 78240, Tempo, 481618
1, 78480, Tempo, 498132
1, 78960, Tempo, 473709
1, 79200, Tempo, 495991
1, 79680, Tempo, 452830
1, 79800, Tempo, 532434
1, 79920, Tempo, 495991
1, 81960, Tempo, 524017
1, 82060, Tempo, 493827
1, 83520, Tempo, 504202
1, 84000, Tempo, 526316
1, 84240, Tempo, 493827
1, 85680, Tempo, 504202
1, 86160, Tempo, 550459
1, 86400, Tempo, 560748
1, 86880, Tempo, 550459
1, 87120, Tempo, 588235
1, 87600, Tempo, 550459
1, 88560, Tempo, 563380
1, 89040, Tempo, 555556
1, 89280, Tempo, 597015
1, 89760, Tempo, 558140
1, 90240, Tempo, 579710
1, 90480, Tempo, 606061
1, 90720, Key_signature, -5, "major"
1, 90720, Tempo, 674157
1, 90720, Marker_t, "Calmato"
1, 91200, Tempo, 652174
1, 91440, Tempo, 603015
1, 91920, Tempo, 594059
1, 92160, Tempo, 600000
1, 92640, Tempo, 634921
1, 92880, Tempo, 652174
1, 93360, Tempo, 638298
1, 93600, Tempo, 600000
1, 94080, Tempo, 594059
1, 94320, Tempo, 600000
1, 94800, Tempo, 612245
1, 95280, Tempo, 585366
1, 95760, Tempo, 597015
1, 96000, Tempo, 588235
1, 96240, Tempo, 582524
1, 96480, Tempo, 588235
1, 96720, Tempo, 582524
1, 96960, Tempo, 576923
1, 97200, Tempo, 582524
1, 97440, Tempo, 579710
1, 97920, Tempo, 603015
1, 98160, Tempo, 588235
1, 98400, Tempo, 582524
1, 98640, Tempo, 600000
1, 98880, Tempo, 588235
1, 99120, Tempo, 606061
1, 99240, Tempo, 662983
1, 99360, Tempo, 618557
1, 99820, Tempo, 621762
1, 99840, Tempo, 600000
1, 100080, Tempo, 612245
1, 100560, Tempo, 594059
1, 100800, Tempo, 625000
1, 101280, Tempo, 662983
1, 101520, Tempo, 628272
1, 101980, Tempo, 621762
1, 102000, Tempo, 618557
1, 102240, Tempo, 648649
1, 102720, Tempo, 693642
1, 102960, Tempo, 674157
1, 103440, Tempo, 800000
1, 103680, Tempo, 648649
1, 103800, Tempo, 628272
1, 103960, Tempo, 625000
1, 104100, Tempo, 621762
1, 104240, Tempo, 618557
1, 104380, Tempo, 615385
1, 104400, Tempo, 641711
1, 104520, Tempo, 618557
1, 105120, Tempo, 638298
1, 105240, Tempo, 618557
1, 105260, Tempo, 618557
1, 105360, Tempo, 618557
1, 105440, Tempo, 621762
1, 105500, Tempo, 625000
1, 105580, Tempo, 628272
1, 105640, Tempo, 631579
1, 105720, Tempo, 634921
1, 105780, Tempo, 638298
1, 105840, Tempo, 670391
1, 105960, Tempo, 641711
1, 106560, Tempo, 662983
1, 107280, Tempo, 685714
1, 107320, Tempo, 689655
1, 107340, Tempo, 693642
1, 107360, Tempo, 697674
1, 107380, Tempo, 701754
1, 107400, Tempo, 705882
1, 107420, Tempo, 710059
1, 107460, Tempo, 714286
1, 107480, Tempo, 718563
1, 107500, Tempo, 722892
1, 107520, Tempo, 727273
1, 107540, Tempo, 731707
1, 107560, Tempo, 736196
1, 107580, Tempo, 740741
1, 107620, Tempo, 745342
1, 107640, Tempo, 750000
1, 107660, Tempo, 754717
1, 107680, Tempo, 759494
1, 107700, Tempo, 764331
1, 107720, Tempo, 769231
1, 107760, Tempo, 774194
1, 107780, Tempo, 779221
1, 107800, Tempo, 784314
1, 107820, Tempo, 789474
1, 107840, Tempo, 794702
1, 107860, Tempo, 800000
1, 107880, Tempo, 1081081
1, 108000, Tempo, 1000000
1, 108000, Marker_t, "Tempo I"
1, 108040, Tempo, 991736
1, 108060, Tempo, 983607
1, 108100, Tempo, 975610
1, 108120, Tempo, 882353
1, 108140, Tempo, 875912
1, 108220, Tempo, 845070
1, 108240, Tempo, 800000
1, 108360, Tempo, 764331
1, 108460, Tempo, 764331
1, 108480, Tempo, 745342
1, 108580, Tempo, 693642
1, 108600, Tempo, 1111111
1, 108700, Tempo, 857143
1, 108720, Tempo, 888889
1, 110160, Tempo, 821918
1, 110200, Tempo, 816327
1, 110240, Tempo, 810811
1, 110260, Tempo, 805369
1, 110300, Tempo, 800000
1, 110320, Tempo, 794702
1, 110360, Tempo, 789474
1, 110380, Tempo, 784314
1, 110400, Tempo, 764331
1, 110640, Tempo, 774194
1, 110700, Tempo, 779221
1, 110740, Tempo, 784314
1, 110780, Tempo, 789474
1, 110820, Tempo, 794702
1, 110860, Tempo, 800000
1, 110880, Tempo, 845070
1, 112300, Tempo, 845070
1, 112320, Tempo, 800000
1, 112360, Tempo, 794702
1, 112380, Tempo, 789474
1, 112400, Tempo, 784314
1, 112440, Tempo, 779221
1, 112460, Tempo, 774194
1, 112480, Tempo, 769231
1, 112520, Tempo, 764331
1, 112540, Tempo, 759494
1, 112560, Tempo, 754717
1, 112800, Tempo, 769231
1, 112860, Tempo, 774194
1, 112920, Tempo, 779221
1, 112980, Tempo, 784314
1, 113020, Tempo, 789474
1, 113040, Tempo, 895522
1, 113520, Tempo, 863309
1, 114480, Tempo, 810811
1, 114520, Tempo, 805369
1, 114540, Tempo, 800000
1, 114560, Tempo, 794702
1, 114580, Tempo, 789474
1, 114600, Tempo, 784314
1, 114620, Tempo, 779221
1, 114640, Tempo, 774194
1, 114660, Tempo, 769231
1, 114680, Tempo, 764331
1, 114700, Tempo, 759494
1, 114720, Tempo, 736196
1, 114960, Tempo, 750000
1, 115000, Tempo, 754717
1, 115040, Tempo, 759494
1, 115060, Tempo, 764331
1, 115100, Tempo, 769231
1, 115120, Tempo, 774194
1, 115160, Tempo, 779221
1, 115180, Tempo, 784314
1, 115200, Tempo, 845070
1, 116640, Tempo, 779221
1, 116680, Tempo, 774194
1, 116720, Tempo, 769231
1, 116760, Tempo, 764331
1, 116780, Tempo, 759494
1, 116820, Tempo, 754717
1, 116860, Tempo, 750000
1, 116880, Tempo, 745342
1, 117080, Tempo, 750000
1, 117140, Tempo, 754717
1, 117200, Tempo, 759494
1, 117240, Tempo, 764331
1, 117300, Tempo, 769231
1, 117340, Tempo, 774194
1, 117360, Tempo, 816327
1, 117600, Tempo, 759494
1, 117840, Tempo, 794702
1, 117860, Tempo, 789474
1, 117880, Tempo, 779221
1, 117900, Tempo, 774194
1, 117920, Tempo, 764331
1, 117940, Tempo, 759494
1, 117960, Tempo, 750000
1, 117980, Tempo, 745342
1, 118000, Tempo, 736196
1, 118020, Tempo, 731707
1, 118040, Tempo, 722892
1, 118060, Tempo, 714286
1, 118080, Tempo, 769231
1, 118320, Tempo, 745342
1, 118560, Tempo, 774194
1, 118800, Tempo, 769231
1, 118820, Tempo, 774194
1, 118840, Tempo, 769231
1, 118860, Tempo, 764331
1, 118880, Tempo, 759494
1, 118900, Tempo, 750000
1, 118920, Tempo, 745342
1, 118940, Tempo, 740741
1, 118960, Tempo, 731707
1, 118980, Tempo, 727273
1, 119280, Tempo, 750000
1, 119520, Tempo, 784314
1, 120960, Tempo, 789474
1, 121000, Tempo, 784314
1, 121040, Tempo, 779221
1, 121080, Tempo, 774194
1, 121100, Tempo, 769231
1, 121140, Tempo, 764331
1, 121180, Tempo, 759494
1, 121200, Tempo, 754717
1, 121440, Tempo, 754717
1, 121560, Tempo, 759494
1, 121660, Tempo, 764331
1, 121680, Tempo, 816327
1, 121920, Tempo, 774194
1, 122160, Tempo, 794702
1, 122200, Tempo, 789474
1, 122220, Tempo, 784314
1, 122240, Tempo, 779221
1, 122280, Tempo, 774194
1, 122300, Tempo, 769231
1, 122320, Tempo, 764331
1, 122360, Tempo, 759494
1, 122380, Tempo, 754717
1, 122400, Tempo, 727273
1, 122640, Tempo, 740741
1, 122880, Tempo, 784314
1, 123120, Tempo, 759494
1, 123160, Tempo, 754717
1, 123200, Tempo, 750000
1, 123240, Tempo, 745342
1, 123280, Tempo, 740741
1, 123320, Tempo, 736196
1, 123360, Tempo, 731707
1, 123580, Tempo, 736196
1, 123620, Tempo, 740741
1, 123640, Tempo, 745342
1, 123680, Tempo, 750000
1, 123700, Tempo, 754717
1, 123740, Tempo, 759494
1, 123760, Tempo, 764331
1, 123800, Tempo, 769231
1, 123820, Tempo, 774194
1, 123840, Tempo, 805369
1, 124560, Tempo, 991736
1, 125040, Tempo, 1538462
1, 125280, Tempo, 943396
1, 125520, Tempo, 832408
1, 125760, Tempo, 1237113
1, 126000, Tempo, 967742
1, 126720, Tempo, 944882
1, 127440, Tempo, 872347
1, 127680, Tempo, 837872
1, 127920, Tempo, 916310
1, 128160, Tempo, 896861
1, 128640, Tempo, 872347
1, 129600, Tempo, 922935
1, 129840, Tempo, 878349
1, 130080, Tempo, 995025
1, 130320, Tempo, 896861
1, 131760, Tempo, 872347
1, 132000, Tempo, 837872
1, 132240, Tempo, 916310
1, 132480, Tempo, 896861
1, 133200, Tempo, 952381
1, 133920, Tempo, 967742
1, 134160, Tempo, 944882
1, 134400, Tempo, 1200000
1, 134640, Tempo, 930233
1, 136080, Tempo, 983607
1, 136320, Tempo, 944882
1, 136560, Tempo, 1188119
1, 136800, Tempo, 944882
1, 138240, Tempo, 983607
1, 138480, Tempo, 944882
1, 138720, Tempo, 1188119
1, 138960, Tempo, 1043478
1, 139680, Tempo, 1090909
1, 140400, Tempo, 1165049
1, 140520, Tempo, 944882
1, 140640, Tempo, 916031
1, 140680, Tempo, 909091
1, 140720, Tempo, 902256
1, 140760, Tempo, 895522
1, 140800, Tempo, 888889
1, 140840, Tempo, 882353
1, 140880, Tempo, 875912
1, 140920, Tempo, 869565
1, 140960, Tempo, 863309
1, 141000, Tempo, 857143
1, 141040, Tempo, 851064
1, 141080, Tempo, 845070
1, 141100, Tempo, 839161
1, 141120, Tempo, 916031
1, 141240, Tempo, 857143
1, 141280, Tempo, 851064
1, 141320, Tempo, 845070
1, 141360, Tempo, 839161
1, 141400, Tempo, 833333
1, 141440, Tempo, 827586
1, 141480, Tempo, 821918
1, 141520, Tempo, 816327
1, 141560, Tempo, 810811
1, 141600, Tempo, 805369
1, 141640, Tempo, 800000
1, 141680, Tempo, 794702
1, 141720, Tempo, 789474
1, 141760, Tempo, 784314
1, 141800, Tempo, 779221
1, 141820, Tempo, 774194
1, 141840, Tempo, 902256
1, 141960, Tempo, 827586
1, 142020, Tempo, 821918
1, 142080, Tempo, 816327
1, 142140, Tempo, 810811
1, 142200, Tempo, 805369
1, 142260, Tempo, 800000
1, 142320, Tempo, 794702
1, 142380, Tempo, 789474
1, 142440, Tempo, 784314
1, 142500, Tempo, 779221
1, 142540, Tempo, 774194
1, 142560, Tempo, 909091
1, 142680, Tempo, 833333
1, 142740, Tempo, 827586
1, 142780, Tempo, 821918
1, 142820, Tempo, 816327
1, 142860, Tempo, 810811
1, 142920, Tempo, 805369
1, 142960, Tempo, 800000
1, 143000, Tempo, 794702
1, 143040, Tempo, 794702
1, 143080, Tempo, 800000
1, 143100, Tempo, 805369
1, 143120, Tempo, 810811
1, 143140, Tempo, 816327
1, 143160, Tempo, 944882
1, 143280, Tempo, 895522
1, 143400, Tempo, 821918
1, 143460, Tempo, 827586
1, 143500, Tempo, 833333
1, 143560, Tempo, 839161
1, 143600, Tempo, 845070
1, 143660, Tempo, 851064
1, 143700, Tempo, 857143
1, 143760, Tempo, 937500
1, 143880, Tempo, 991736
1, 144000, Tempo, 930233
1, 144720, Tempo, 1034483
1, 144840, Tempo, 930233
1, 144880, Tempo, 923077
1, 144920, Tempo, 916031
1, 144940, Tempo, 909091
1, 144980, Tempo, 902256
1, 145020, Tempo, 895522
1, 145040, Tempo, 888889
1, 145080, Tempo, 882353
1, 145100, Tempo, 875912
1, 145140, Tempo, 869565
1, 145180, Tempo, 863309
1, 145200, Tempo, 857143
1, 145240, Tempo, 851064
1, 145260, Tempo, 845070
1, 145300, Tempo, 839161
1, 145340, Tempo, 833333
1, 145360, Tempo, 827586
1, 145400, Tempo, 821918
1, 145420, Tempo, 816327
1, 145440, Tempo, 916031
1, 145560, Tempo, 857143
1, 145600, Tempo, 851064
1, 145640, Tempo, 845070
1, 145680, Tempo, 839161
1, 145720, Tempo, 833333
1, 145760, Tempo, 827586
1, 145800, Tempo, 821918
1, 145840, Tempo, 816327
1, 145880, Tempo, 810811
1, 145920, Tempo, 805369
1, 145960, Tempo, 800000
1, 146000, Tempo, 794702
1, 146040, Tempo, 789474
1, 146080, Tempo, 784314
1, 146120, Tempo, 779221
1, 146140, Tempo, 774194
1, 146160, Tempo, 902256
1, 146280, Tempo, 827586
1, 146340, Tempo, 821918
1, 146400, Tempo, 816327
1, 146460, Tempo, 810811
1, 146520, Tempo, 805369
1, 146580, Tempo, 800000
1, 146640, Tempo, 794702
1, 146700, Tempo, 789474
1, 146760, Tempo, 784314
1, 146820, Tempo, 779221
1, 146860, Tempo, 774194
1, 146880, Tempo, 909091
1, 147000, Tempo, 833333
1, 147060, Tempo, 827586
1, 147100, Tempo, 821918
1, 147140, Tempo, 816327
1, 147180, Tempo, 810811
1, 147240, Tempo, 805369
1, 147280, Tempo, 800000
1, 147320, Tempo, 794702
1, 147360, Tempo, 794702
1, 147400, Tempo, 800000
1, 147420, Tempo, 805369
1, 147440, Tempo, 810811
1, 147460, Tempo, 816327
1, 147480, Tempo, 944882
1, 147600, Tempo, 895522
1, 147720, Tempo, 821918
1, 147780, Tempo, 827586
1, 147820, Tempo, 833333
1, 147880, Tempo, 839161
1, 147920, Tempo, 845070
1, 147980, Tempo, 851064
1, 148020, Tempo, 857143
1, 148080, Tempo, 937500
1, 148200, Tempo, 991736
1, 148320, Tempo, 930233
1, 149040, Tempo, 895522
1, 149160, Tempo, 821918
1, 149220, Tempo, 827586
1, 149260, Tempo, 833333
1, 149320, Tempo, 839161
1, 149360, Tempo, 845070
1, 149420, Tempo, 851064
1, 149460, Tempo, 857143
1, 149520, Tempo, 937500
1, 149640, Tempo, 991736
1, 149760, Tempo, 930233
1, 150480, Tempo, 952381
1, 151200, Tempo, 1061947
1, 151920, Tempo, 1111111
1, 152640, Tempo, 1111111
1, 152720, Tempo, 1121495
1, 152780, Tempo, 1132075
1, 152860, Tempo, 1142857
1, 152920, Tempo, 1153846
1, 153000, Tempo, 1165049
1, 153060, Tempo, 1176471
1, 153120, Tempo, 1188119
1, 153276, Tempo, 3529412
1, 153284, Tempo, 3750000
1, 153292, Tempo, 4137931
1, 153300, Tempo, 4444444
1, 153308, Tempo, 5217391
1, 153316, Tempo, 7500000
1, 153324, Tempo, 7500000
1, 153332, Tempo, 7500000
1, 153340, Tempo, 7500000
1, 153348, Tempo, 7500000
1, 153356, Tempo, 7500000
1, 153360, Tempo, 1212121
1, 154800, Marker_t, "Fine"
1, 154800, End_track
2, 0, Start_track
2, 0, Title_t, "Piano right"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 127
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 127
2, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
2, 480, Note_on_c, 0, 80, 43
2, 480, Note_on_c, 0, 77, 36
2, 1440, Note_on_c, 0, 77, 0
2, 1440, Note_on_c, 0, 80, 0
2, 1440, Note_on_c, 0, 77, 39
2, 1440, Note_on_c, 0, 73, 33
2, 2400, Note_on_c, 0, 73, 0
2, 2400, Note_on_c, 0, 77, 0
2, 2400, Note_on_c, 0, 72, 31
2, 2400, Note_on_c, 0, 75, 37
2, 2640, Note_on_c, 0, 75, 0
2, 2640, Note_on_c, 0, 72, 0
2, 2640, Note_on_c, 0, 73, 27
2, 2640, Note_on_c, 0, 77, 32
2, 2880, Note_on_c, 0, 77, 0
2, 2880, Note_on_c, 0, 73, 0
2, 2880, Note_on_c, 0, 75, 30
2, 2880, Note_on_c, 0, 72, 25
2, 4560, Note_on_c, 0, 72, 0
2, 4560, Note_on_c, 0, 75, 0
2, 4560, Note_on_c, 0, 73, 40
2, 4560, Note_on_c, 0, 70, 34
2, 4800, Note_on_c, 0, 70, 0
2, 4800, Note_on_c, 0, 73, 0
2, 4800, Note_on_c, 0, 75, 34
2, 4800, Note_on_c, 0, 72, 28
2, 5040, Note_on_c, 0, 72, 0
2, 5040, Note_on_c, 0, 75, 0
2, 5040, Note_on_c, 0, 70, 27
2, 5040, Note_on_c, 0, 73, 32
2, 5400, Note_on_c, 0, 73, 0
2, 5400, Note_on_c, 0, 77, 46
2, 6120, Note_on_c, 0, 77, 0
2, 6120, Note_on_c, 0, 73, 45
2, 6720, Note_on_c, 0, 73, 0
2, 6720, Note_on_c, 0, 70, 0
2, 6720, Note_on_c, 0, 72, 34
2, 6720, Note_on_c, 0, 68, 28
2, 6960, Note_on_c, 0, 68, 0
2, 6960, Note_on_c, 0, 72, 0
2, 6960, Note_on_c, 0, 70, 26
2, 6960, Note_on_c, 0, 73, 31
2, 7200, Note_on_c, 0, 73, 0
2, 7200, Note_on_c, 0, 70, 0
2, 7200, Note_on_c, 0, 72, 27
2, 7200, Note_on_c, 0, 68, 22
2, 8640, Note_on_c, 0, 66, 33
2, 8880, Note_on_c, 0, 68, 0
2, 8880, Note_on_c, 0, 72, 0
2, 8880, Note_on_c, 0, 70, 39
2, 9120, Note_on_c, 0, 70, 0
2, 9120, Note_on_c, 0, 72, 36
2, 9360, Note_on_c, 0, 72, 0
2, 9360, Note_on_c, 0, 70, 36
2, 9600, Note_on_c, 0, 70, 0
2, 9600, Note_on_c, 0, 75, 39
2, 9840, Note_on_c, 0, 75, 0
2, 9840, Note_on_c, 0, 70, 37
2, 10080, Note_on_c, 0, 70, 0
2, 10080, Note_on_c, 0, 66, 0
2, 10080, Note_on_c, 0, 68, 40
2, 10080, Note_on_c, 0, 66, 28
2, 10320, Note_on_c, 0, 68, 0
2, 10320, Note_on_c, 0, 70, 37
2, 10560, Note_on_c, 0, 70, 0
2, 10560, Note_on_c, 0, 68, 36
2, 10800, Note_on_c, 0, 66, 0
2, 10800, Note_on_c, 0, 63, 30
2, 11040, Note_on_c, 0, 68, 0
2, 11040, Note_on_c, 0, 66, 34
2, 11280, Note_on_c, 0, 66, 0
2, 11280, Note_on_c, 0, 68, 33
2, 11520, Note_on_c, 0, 68, 0
2, 11520, Note_on_c, 0, 66, 33
2, 12240, Note_on_c, 0, 66, 0
2, 12240, Note_on_c, 0, 63, 0
2, 12240, Note_on_c, 0, 63, 30
2, 12240, Note_on_c, 0, 65, 34
2, 12960, Note_on_c, 0, 63, 0
2, 12960, Note_on_c, 0, 61, 28
2, 13200, Note_on_c, 0, 65, 0
2, 13200, Note_on_c, 0, 65, 38
2, 13440, Note_on_c, 0, 65, 0
2, 13440, Note_on_c, 0, 66, 37
2, 13680, Note_on_c, 0, 66, 0
2, 13680, Note_on_c, 0, 65, 37
2, 13920, Note_on_c, 0, 65, 0
2, 13920, Note_on_c, 0, 70, 39
2, 14160, Note_on_c, 0, 70, 0
2, 14160, Note_on_c, 0, 65, 37
2, 14400, Note_on_c, 0, 65, 0
2, 14400, Note_on_c, 0, 61, 0
2, 14400, Note_on_c, 0, 63, 39
2, 14640, Note_on_c, 0, 63, 0
2, 14640, Note_on_c, 0, 65, 37
2, 14880, Note_on_c, 0, 65, 0
2, 14880, Note_on_c, 0, 63, 37
2, 15120, Note_on_c, 0, 58, 28
2, 15360, Note_on_c, 0, 63, 0
2, 15360, Note_on_c, 0, 61, 34
