0, 0, Header, 1, 7, 480
1, 0, Start_track
1, 46560, Tempo, 351906
1, 47040, Tempo, 357143
1, 48480, Tempo, 355030
1, 48960, Tempo, 359281
1, 49440, Tempo, 378549
1, 49920, Tempo, 361446
1, 50640, Tempo, 370370
1, 50880, Tempo, 360360
1, 51600, Tempo, 369231
1, 51840, Tempo, 359281
1, 52560, Tempo, 366972
1, 52800, Tempo, 359281
1, 53520, Tempo, 366972
1, 53760, Tempo, 359281
1, 53940, Tempo, 360360
1, 54120, Tempo, 361446
1, 54300, Tempo, 362538
1, 54460, Tempo, 363636
1, 54480, Tempo, 375000
1, 54720, Tempo, 366972
1, 54780, Tempo, 368098
1, 54840, Tempo, 369231
1, 54880, Tempo, 370370
1, 54940, Tempo, 371517
1, 54980, Tempo, 372671
1, 55040, Tempo, 373832
1, 55080, Tempo, 375000
1, 55140, Tempo, 376176
1, 55200, Tempo, 377358
1, 55240, Tempo, 378549
1, 55300, Tempo, 379747
1, 55340, Tempo, 380952
1, 55400, Tempo, 382166
1, 55440, Tempo, 383387
1, 55680, Tempo, 369231
1, 56160, Tempo, 361882
1, 56640, Tempo, 365119
1, 56880, Tempo, 351514
1, 57360, Tempo, 354568
1, 57600, Tempo, 356633
1, 57641, Tempo, 348837
1, 57840, Tempo, 343840
1, 58320, Tempo, 345821
1, 58560, Tempo, 349854
1, 58800, Tempo, 345821
1, 59280, Tempo, 347826
1, 59520, Tempo, 353982
1, 59760, Tempo, 345821
1, 60480, Tempo, 347826
1, 60720, Tempo, 344828
1, 61200, Tempo, 358209
1, 61440, Tempo, 349854
1, 61680, Tempo, 343840
1, 62400, Tempo, 351906
1, 62640, Tempo, 341880
1, 63360, Tempo, 340909
1, 63600, Tempo, 344828
1, 63840, Tempo, 348837
1, 64080, Tempo, 357143
1, 64320, Tempo, 339117
1, 64800, Tempo, 342075
1, 65280, Tempo, 337192
1, 65520, Tempo, 342857
1, 65760, Tempo, 347826
1, 66000, Tempo, 341880
1, 66240, Tempo, 340117
1, 66720, Tempo, 342075
1, 67440, Tempo, 348149
1, 67680, Tempo, 357632
1, 67920, Tempo, 373459
1, 68160, Tempo, 359281
1, 68400, Tempo, 350877
1, 68640, Tempo, 347826
1, 68880, Tempo, 350877
1, 69120, Tempo, 348837
1, 69360, Tempo, 344828
1, 69840, Tempo, 358209
1, 70080, Tempo, 350877
1, 70320, Tempo, 343840
1, 70800, Tempo, 348837
1, 71040, Tempo, 346821
1, 71280, Tempo, 343840
1, 71760, Tempo, 351906
1, 72000, Tempo, 356083
1, 72720, Tempo, 369231
1, 72960, Tempo, 369231
1, 73440, Tempo, 361882
1, 73920, Tempo, 365119
1, 74160, Tempo, 351514
1, 74640, Tempo, 363636
1, 74880, Tempo, 360360
1, 75360, Tempo, 361882
1, 75840, Tempo, 369231
1, 76080, Tempo, 360360
1, 76560, Tempo, 365854
1, 76800, Tempo, 366972
1, 77280, Tempo, 358209
1, 77760, Tempo, 365119
1, 78000, Tempo, 353982
1, 78480, Tempo, 363636
1, 78720, Tempo, 360360
1, 79200, Tempo, 361882
1, 79680, Tempo, 369231
1, 79920, Tempo, 362538
1, 80400, Tempo, 369231
1, 80640, Tempo, 364742
1, 81120, Tempo, 369231
1, 81600, Tempo, 377358
1, 81840, Tempo, 373832
1, 82320, Tempo, 394737
1, 82560, Tempo, 369231
1, 82800, Tempo, 363636
1, 83520, Tempo, 359281
1, 84000, Tempo, 364742
1, 85200, Tempo, 372671
1, 85440, Tempo, 376176
1, 86160, Tempo, 388350
1, 86400, Tempo, 362538
1, 86720, Tempo, 361446
1, 87000, Tempo, 360360
1, 87280, Tempo, 359281
1, 87560, Tempo, 358209
1, 87840, Tempo, 357143
1, 88080, Tempo, 363636
1, 88320, Tempo, 356379
1, 88800, Tempo, 360772
1, 89280, Tempo, 366972
1, 89520, Tempo, 359281
1, 90000, Tempo, 376176
1, 90240, Tempo, 366972
1, 90281, Tempo, 369231
1, 90480, Tempo, 363636
1, 91200, Tempo, 358209
1, 91680, Tempo, 364742
1, 92880, Tempo, 366972
1, 93120, Tempo, 368098
1, 93600, Tempo, 371517
1, 94080, Tempo, 369231
1, 94560, Tempo, 371517
1, 95040, Tempo, 378549
1, 95520, Tempo, 389610
1, 96000, Tempo, 364742
1, 96480, Tempo, 369231
1, 96960, Tempo, 352941
1, 97440, Tempo, 349854
1, 97920, Tempo, 345821
1, 98400, Tempo, 361446
1, 98880, Tempo, 352941
1, 99120, Tempo, 349854
1, 99600, Tempo, 383387
1, 99840, Tempo, 364742
1, 100320, Tempo, 369231
1, 100800, Tempo, 353982
1, 101280, Tempo, 355030
1, 101760, Tempo, 357143
1, 102240, Tempo, 361446
1, 102720, Tempo, 375000
1, 103200, Tempo, 387097
1, 103680, Tempo, 364742
1, 104160, Tempo, 369231
1, 104640, Tempo, 353982
1, 105120, Tempo, 350877
1, 105600, Tempo, 347826
1, 106080, Tempo, 361446
1, 106560, Tempo, 350877
1, 106800, Tempo, 349854
1, 107280, Tempo, 385852
1, 107520, Tempo, 364742
1, 108000, Tempo, 369231
1, 108480, Tempo, 355030
1, 108960, Tempo, 355030
1, 109440, Tempo, 351906
1, 109920, Tempo, 361446
1, 110400, Tempo, 375000
1, 110880, Tempo, 396040
1, 111360, Tempo, 357824
1, 111400, Tempo, 347745
1, 111840, Tempo, 341511
1, 112320, Tempo, 347745
1, 112800, Tempo, 337591
1, 113760, Tempo, 333500
1, 114000, Tempo, 339655
1, 114240, Tempo, 330651
1, 114480, Tempo, 339655
1, 115200, Tempo, 349834
1, 115240, Tempo, 347745
1, 115680, Tempo, 341511
1, 116160, Tempo, 347745
1, 116640, Tempo, 350898
1, 117120, Tempo, 337477
1, 117600, Tempo, 333500
1, 117840, Tempo, 339655
1, 118080, Tempo, 330651
1, 118320, Tempo, 339655
1, 118560, Tempo, 338219
1, 118800, Tempo, 398671
1, 119040, Tempo, 349834
1, 119080, Tempo, 347745
1, 119520, Tempo, 341511
1, 120000, Tempo, 347745
1, 120480, Tempo, 337591
1, 121440, Tempo, 333500
1, 121680, Tempo, 339655
1, 121920, Tempo, 330651
1, 122160, Tempo, 339655
1, 122640, Tempo, 352092
1, 122880, Tempo, 349834
1, 122920, Tempo, 347745
1, 123360, Tempo, 341511
1, 123840, Tempo, 347745
1, 124320, Tempo, 350898
1, 124800, Tempo, 337477
1, 125280, Tempo, 333500
1, 125520, Tempo, 339655
1, 125730, Tempo, 342936
1, 125810, Tempo, 343938
1, 125890, Tempo, 344927
1, 125970, Tempo, 345941
1, 126050, Tempo, 346961
1, 126130, Tempo, 347947
1, 126210, Tempo, 349000
1, 126240, Tempo, 357398
1, 126480, Tempo, 390879
1, 126720, Tempo, 357824
1, 126760, Tempo, 347745
1, 127200, Tempo, 341511
1, 127680, Tempo, 347745
1, 128160, Tempo, 337591
1, 129120, Tempo, 333296
1, 129360, Tempo, 340967
1, 129600, Tempo, 333296
1, 129840, Tempo, 340967
1, 130080, Tempo, 339041
1, 130560, Tempo, 349834
1, 130600, Tempo, 347745
1, 131040, Tempo, 341511
1, 131520, Tempo, 351062
1, 132000, Tempo, 355261
1, 132480, Tempo, 337477
1, 132960, Tempo, 333500
1, 133200, Tempo, 339655
1, 133440, Tempo, 330651
1, 133680, Tempo, 339655
1, 133920, Tempo, 338219
1, 134400, Tempo, 342936
1, 134880, Tempo, 337079
1, 135360, Tempo, 347745
1, 135840, Tempo, 337591
1, 136320, Tempo, 339982
1, 136800, Tempo, 334243
1, 137280, Tempo, 339041
1, 138000, Tempo, 352092
1, 138240, Tempo, 349834
1, 138280, Tempo, 347745
1, 138720, Tempo, 341511
1, 139200, Tempo, 354212
1, 139680, Tempo, 363989
1, 140131, Tempo, 360664
1, 140160, Tempo, 349854
1, 140640, Tempo, 337079
1, 140880, Tempo, 341880
1, 141120, Tempo, 334262
1, 141360, Tempo, 338983
1, 141600, Tempo, 331492
1, 141840, Tempo, 336134
1, 142080, Tempo, 327869
1, 142320, Tempo, 332410
1, 142560, Tempo, 329670
1, 142800, Tempo, 336134
1, 143040, Tempo, 333333
1, 143280, Tempo, 338983
1, 143520, Tempo, 340909
1, 143760, Tempo, 376176
1, 144000, Key_signature, -4, "major"
1, 144000, Tempo, 351906
1, 144040, Tempo, 357292
1, 144480, Tempo, 348837
1, 144960, Tempo, 355219
1, 145440, Tempo, 350099
1, 146400, Tempo, 354170
1, 146880, Tempo, 350099
1, 147360, Tempo, 339386
1, 147840, Tempo, 345145
1, 148560, Tempo, 358337
1, 148800, Tempo, 362603
1, 149280, Tempo, 359281
1, 149700, Tempo, 369413
1, 149760, Tempo, 357185
1, 150720, Tempo, 359346
1, 151200, Tempo, 363747
1, 151680, Tempo, 357185
1, 152640, Tempo, 353982
1, 153120, Tempo, 362647
1, 153600, Tempo, 357185
1, 154560, Tempo, 352920
1, 155040, Tempo, 366010
1, 155520, Tempo, 357185
1, 156000, Tempo, 374088
1, 156480, Tempo, 386274
1, 156960, Tempo, 395283
1, 157680, Tempo, 388350
1, 158400, Tempo, 371517
1, 158880, Tempo, 360360
1, 159360, Tempo, 363636
1, 159840, Tempo, 352941
1, 160320, Tempo, 360555
1, 160800, Tempo, 353357
1, 161760, Tempo, 357569
1, 162240, Tempo, 349487
1, 162720, Tempo, 338792
1, 163200, Tempo, 344531
1, 163920, Tempo, 357696
1, 164160, Tempo, 367399
1, 164640, Tempo, 373158
1, 165120, Tempo, 382166
1, 166080, Tempo, 406780
1, 166560, Tempo, 444444
1, 167021, Tempo, 390600
1, 167040, Key_signature, 3, "major"
1, 167040, Tempo, 363240
1, 167060, Tempo, 362188
1, 167080, Tempo, 345205
1, 167520, Tempo, 339002
1, 168000, Tempo, 345205
1, 168480, Tempo, 335102
1, 169440, Tempo, 329979
1, 169680, Tempo, 332410
1, 169920, Tempo, 327279
1, 170160, Tempo, 337173
1, 170880, Tempo, 347262
1, 170920, Tempo, 345205
1, 171360, Tempo, 339002
1, 171840, Tempo, 345205
1, 172320, Tempo, 348331
1, 172800, Tempo, 335008
1, 173280, Tempo, 331071
1, 173520, Tempo, 337173
1, 173760, Tempo, 328210
1, 174000, Tempo, 337173
1, 174240, Tempo, 335739
1, 174480, Tempo, 356422
1, 174720, Tempo, 362188
1, 174760, Tempo, 345205
1, 175200, Tempo, 339002
1, 175680, Tempo, 345205
1, 176160, Tempo, 335102
1, 177120, Tempo, 329979
1, 177360, Tempo, 333333
1, 177600, Tempo, 327279
1, 177840, Tempo, 337173
1, 178560, Tempo, 347262
1, 178600, Tempo, 345205
1, 179040, Tempo, 339002
1, 179520, Tempo, 345205
1, 180000, Tempo, 348331
1, 180461, Tempo, 342877
1, 180480, Tempo, 348028
1, 180520, Tempo, 344748
1, 180720, Tempo, 338677
1, 181440, Tempo, 332042
1, 181680, Tempo, 335796
1, 181920, Tempo, 338677
1, 182400, Tempo, 339943
1, 182640, Tempo, 331492
1, 182880, Tempo, 338677
1, 183360, Tempo, 340599
1, 183600, Tempo, 332410
1, 184080, Tempo, 338677
1, 184320, Tempo, 342564
1, 184560, Tempo, 335796
1, 184800, Tempo, 335796
1, 185040, Tempo, 338677
1, 185280, Tempo, 340599
1, 185520, Tempo, 335796
1, 185760, Tempo, 339635
1, 186000, Tempo, 345562
1, 186240, Tempo, 342564
1, 186480, Tempo, 335796
1, 186720, Tempo, 338677
1, 187200, Tempo, 340599
1, 187440, Tempo, 335796
1, 187920, Tempo, 338677
1, 188160, Tempo, 339943
1, 188400, Tempo, 331492
1, 188640, Tempo, 327869
1, 188880, Tempo, 325203
1, 189120, Tempo, 334262
1, 189360, Tempo, 328767
1, 189600, Tempo, 341880
1, 189840, Tempo, 348837
1, 190080, Tempo, 343840
1, 190320, Tempo, 332410
1, 190560, Tempo, 338677
1, 191040, Tempo, 340599
1, 191280, Tempo, 335796
1, 191760, Tempo, 343840
1, 192000, Tempo, 342564
1, 192240, Tempo, 331492
1, 192480, Tempo, 335796
1, 192720, Tempo, 331492
1, 192960, Tempo, 340599
1, 193200, Tempo, 335796
1, 193440, Tempo, 339635
1, 193680, Tempo, 341880
1, 193920, Tempo, 342564
1, 194160, Tempo, 335796
1, 194400, Tempo, 338677
1, 194880, Tempo, 342564
1, 195120, Tempo, 335796
1, 195360, Tempo, 338677
1, 195840, Tempo, 334262
1, 196080, Tempo, 330579
1, 196320, Tempo, 335196
1, 196800, Tempo, 332410
1, 197040, Tempo, 328767
1, 197280, Tempo, 341880
1, 197760, Tempo, 342564
1, 198000, Tempo, 335796
1, 198240, Tempo, 338677
1, 198720, Tempo, 342564
1, 198960, Tempo, 335796
1, 199200, Tempo, 338677
1, 199680, Tempo, 346821
1, 199920, Tempo, 338983
1, 200160, Tempo, 343840
1, 200640, Tempo, 347826
1, 200880, Tempo, 339943
1, 201120, Tempo, 358209
1, 201600, Tempo, 345742
1, 202080, Tempo, 337857
1, 202560, Tempo, 341219
1, 202800, Tempo, 331254
1, 203280, Tempo, 335008
1, 203520, Tempo, 337306
1, 203760, Tempo, 330342
1, 204240, Tempo, 338276
1, 204480, Tempo, 342212
1, 204720, Tempo, 338276
1, 205200, Tempo, 340232
1, 205440, Tempo, 346240
1, 205680, Tempo, 338276
1, 205920, Tempo, 335383
1, 206400, Tempo, 330579
1, 206880, Tempo, 333463
1, 207120, Tempo, 342857
1, 207360, Tempo, 340232
1, 207600, Tempo, 332189
1, 208320, Tempo, 339251
1, 208560, Tempo, 343230
1, 208800, Tempo, 338983
1, 209040, Tempo, 355030
1, 209280, Tempo, 346821
1, 209520, Tempo, 338983
1, 209760, Tempo, 334262
1, 210000, Tempo, 338983
1, 210240, Tempo, 339117
1, 210720, Tempo, 342075
1, 211200, Tempo, 337192
1, 211440, Tempo, 335270
1, 211680, Tempo, 332447
1, 211920, Tempo, 341880
1, 212160, Tempo, 340117
1, 212640, Tempo, 342075
1, 213360, Tempo, 348149
1, 213600, Tempo, 343840
1, 213840, Tempo, 363636
1, 214080, Tempo, 342075
1, 214320, Tempo, 338983
1, 215040, Tempo, 345821
1, 215280, Tempo, 338983
1, 216960, Tempo, 347826
1, 216980, Tempo, 339597
1, 217440, Tempo, 348716
1, 217920, Tempo, 345622
1, 218160, Tempo, 335721
1, 218640, Tempo, 338639
1, 218880, Tempo, 340599
1, 219120, Tempo, 335721
1, 219360, Tempo, 331895
1, 219600, Tempo, 337648
1, 219840, Tempo, 341588
1, 220080, Tempo, 337648
1, 220320, Tempo, 334747
1, 220560, Tempo, 339597
1, 220800, Tempo, 345622
1, 221040, Tempo, 337648
1, 221280, Tempo, 334747
1, 221520, Tempo, 337648
1, 221760, Tempo, 339597
1, 222000, Tempo, 336681
1, 222480, Tempo, 349752
1, 222720, Tempo, 341588
1, 222960, Tempo, 335721
1, 223200, Tempo, 331895
1, 223680, Tempo, 339597
1, 223920, Tempo, 335721
1, 224160, Tempo, 330980
1, 224640, Tempo, 338639
1, 224880, Tempo, 332853
1, 225120, Tempo, 330980
1, 225600, Tempo, 337648
1, 225840, Tempo, 332853
1, 226080, Tempo, 343584
1, 226560, Tempo, 338639
1, 226800, Tempo, 333797
1, 227520, Tempo, 337648
1, 227760, Tempo, 332853
1, 228000, Tempo, 343584
1, 228480, Tempo, 338639
1, 228720, Tempo, 333797
1, 229440, Tempo, 337648
1, 229680, Tempo, 332853
1, 229920, Tempo, 343584
1, 230400, Tempo, 338639
1, 230640, Tempo, 333797
1, 231360, Tempo, 337648
1, 231620, Tempo, 333797
1, 232261, Tempo, 341880
1, 233280, Tempo, 337648
1, 233520, Tempo, 332853
1, 233760, Tempo, 343584
1, 234240, Tempo, 338639
1, 234480, Tempo, 333797
1, 235200, Tempo, 337648
1, 235460, Tempo, 333797
1, 236101, Tempo, 341880
1, 236160, Tempo, 337648
1, 236420, Tempo, 333797
1, 237120, Tempo, 383387
1, 237600, Tempo, 410959
1, 238080, Tempo, 348554
1, 238320, Tempo, 345582
1, 239040, Tempo, 349569
1, 240000, Tempo, 349569
1, 240240, Tempo, 346580
1, 240960, Tempo, 348554
1, 241200, Tempo, 344610
1, 241920, Tempo, 349569
1, 242160, Tempo, 342681
1, 242880, Tempo, 348554
1, 243360, Tempo, 351576
1, 243840, Tempo, 348554
1, 244080, Tempo, 341705
1, 245040, Tempo, 339789
1, 245760, Tempo, 348554
1, 246000, Tempo, 345582
1, 246720, Tempo, 349569
1, 247680, Tempo, 345821
1, 247920, Tempo, 339943
1, 248640, Tempo, 348554
1, 248880, Tempo, 344610
1, 249360, Tempo, 338983
1, 249600, Tempo, 349569
1, 249840, Tempo, 345582
1, 250560, Tempo, 364210
1, 251040, Tempo, 388651
1, 251520, Tempo, 352340
1, 251760, Tempo, 345423
1, 252720, Tempo, 343485
1, 253401, Tempo, 341608
1, 253441, Tempo, 338849
1, 253680, Tempo, 338849
1, 254400, Tempo, 340735
1, 254640, Tempo, 335102
1, 254880, Tempo, 331437
1, 255360, Tempo, 336040
1, 255600, Tempo, 331437
1, 256080, Tempo, 323485
1, 256320, Tempo, 333259
1, 256560, Tempo, 330542
1, 256800, Tempo, 327851
1, 257280, Tempo, 336040
1, 257520, Tempo, 331437
1, 258000, Tempo, 325221
1, 258240, Tempo, 333259
1, 258480, Tempo, 330542
1, 258720, Tempo, 323450
1, 259200, Tempo, 329670
1, 259440, Tempo, 326975
1, 259920, Tempo, 323485
1, 260160, Tempo, 333259
1, 260400, Tempo, 330542
1, 260640, Tempo, 327851
1, 261120, Tempo, 336040
1, 261360, Tempo, 329634
1, 261840, Tempo, 325221
1, 262080, Tempo, 338849
1, 262320, Tempo, 346580
1, 262560, Tempo, 359950
1, 262800, Tempo, 369231
1, 263040, Tempo, 362538
1, 263520, Tempo, 349854
1, 264000, Tempo, 365119
1, 264240, Tempo, 351514
1, 264720, Tempo, 363636
1, 264960, Tempo, 360360
1, 265440, Tempo, 356083
1, 265920, Tempo, 369231
1, 266160, Tempo, 360360
1, 266640, Tempo, 365854
1, 266880, Tempo, 366972
1, 267360, Tempo, 355030
1, 267840, Tempo, 365119
1, 268080, Tempo, 353982
1, 268560, Tempo, 363636
1, 268800, Tempo, 357143
1, 269280, Tempo, 361882
1, 269760, Tempo, 382166
1, 270000, Tempo, 372671
1, 270480, Tempo, 378549
1, 270720, Tempo, 370370
1, 271200, Tempo, 388350
1, 271680, Tempo, 383387
1, 271920, Tempo, 379747
1, 272400, Tempo, 418118
1, 272640, Tempo, 394737
1, 272880, Tempo, 353982
1, 273120, Tempo, 349854
1, 273600, Tempo, 357143
1, 273840, Tempo, 349854
1, 274080, Tempo, 345821
1, 274560, Tempo, 349854
1, 274800, Tempo, 346821
1, 275040, Tempo, 343840
1, 275520, Tempo, 349854
1, 275760, Tempo, 340909
1, 276000, Tempo, 356083
1, 276240, Tempo, 372671
1, 276720, Tempo, 353982
1, 276960, Tempo, 349854
1, 277440, Tempo, 357143
1, 277680, Tempo, 349854
1, 277920, Tempo, 343840
1, 278400, Tempo, 348837
1, 278640, Tempo, 346821
1, 278880, Tempo, 343840
1, 279360, Tempo, 349854
1, 279600, Tempo, 357143
1, 279840, Tempo, 364742
1, 280080, Tempo, 372671
1, 280320, Tempo, 366010
1, 280560, Tempo, 361664
1, 281040, Tempo, 368234
1, 281280, Tempo, 353253
1, 281520, Tempo, 348189
1, 282000, Tempo, 352216
1, 282240, Tempo, 351206
1, 282480, Tempo, 347182
1, 283200, Tempo, 351206
1, 283440, Tempo, 346200
1, 283920, Tempo, 350181
1, 284160, Tempo, 356358
1, 284400, Tempo, 347182
1, 284880, Tempo, 350181
1, 285120, Tempo, 344234
1, 285360, Tempo, 346200
1, 285840, Tempo, 349182
1, 286080, Tempo, 348189
1, 286320, Tempo, 343269
1, 286800, Tempo, 340387
1, 287040, Tempo, 343269
1, 287280, Tempo, 341336
1, 287760, Tempo, 349182
1, 288000, Tempo, 348189
1, 288240, Tempo, 344234
1, 288720, Tempo, 348189
1, 289200, Tempo, 357143
1, 289680, Tempo, 365854
1, 289921, Tempo, 344828
1, 290880, Tempo, 346821
1, 291120, Tempo, 341880
1, 291320, Tempo, 340909
1, 291480, Tempo, 339943
1, 291640, Tempo, 338983
1, 291800, Tempo, 338028
1, 291840, Tempo, 341880
1, 292080, Tempo, 338028
1, 292320, Tempo, 334262
1, 292800, Tempo, 333333
1, 292920, Tempo, 334262
1, 293040, Tempo, 335196
1, 293160, Tempo, 336134
1, 293280, Tempo, 337079
1, 293400, Tempo, 338028
1, 293480, Tempo, 338983
1, 293520, Tempo, 358209
1, 293760, Tempo, 345821
1, 295680, Tempo, 351906
1, 297840, Marker_t, "Fine"
1, 303360, Tempo, 351906
1, 336000, Tempo, 369231
1, 341760, Tempo, 361860
1, 366720, Tempo, 345821
1, 368640, Tempo, 345821
1, 372480, Tempo, 342564
1, 376320, Tempo, 342564
1, 388800, Tempo, 342564
1, 389760, Tempo, 342564
1, 391680, Tempo, 342564
1, 397440, Tempo, 342564
1, 462720, Tempo, 337648
1, 470400, Tempo, 337648
1, 471360, Tempo, 337648
1, 483840, Tempo, 343840
1, 512640, Tempo, 332410
1, 514560, Tempo, 332410
1, 548880, Tempo, 394737
1, 564480, Tempo, 352941
1, 574080, Tempo, 343840
1, 574080, End_track
2, 0, Start_track
2, 0, Title_t, "Piano right"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 127
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 127
2, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
2, 3840, Note_on_c, 0, 66, 55
2, 4200, Note_on_c, 0, 66, 0
2, 4320, Note_on_c, 0, 73, 55
2, 4560, Note_on_c, 0, 73, 0
2, 4800, Note_on_c, 0, 71, 56
2, 6240, Note_on_c, 0, 71, 0
2, 6240, Note_on_c, 0, 69, 54
2, 6420, Note_on_c, 0, 69, 0
2, 6480, Note_on_c, 0, 68, 54
2, 6660, Note_on_c, 0, 68, 0
2, 6720, Note_on_c, 0, 66, 56
2, 7120, Note_on_c, 0, 66, 0
2, 7200, Note_on_c, 0, 64, 54
2, 7380, Note_on_c, 0, 64, 0
2, 7440, Note_on_c, 0, 62, 53
2, 7620, Note_on_c, 0, 62, 0
2, 7680, Note_on_c, 0, 61, 56
2, 8150, Note_on_c, 0, 61, 0
2, 8160, Note_on_c, 0, 62, 53
2, 8400, Note_on_c, 0, 62, 0
2, 8400, Note_on_c, 0, 64, 53
2, 8640, Note_on_c, 0, 64, 0
2, 8640, Note_on_c, 0, 66, 57
2, 9120, Note_on_c, 0, 66, 0
2, 9120, Note_on_c, 0, 69, 55
2, 9600, Note_on_c, 0, 69, 0
2, 9600, Note_on_c, 0, 68, 57
2, 11740, Note_on_c, 0, 68, 0
